=== ESTRUCTURA COMPLETA DE BASE DE DATOS ===

-- TABLAS Y SUS COLUMNAS
TABLE_NAME                                                                                                                       COLUMN_NAME                                                                                                                      DATA_TYPE                                                                                                                        CHARACTER_MAXIMUM_LENGTH IS_NULLABLE
                monto_divisa=monto_divisa
            )
            
            if not idventa:
                logger.error("No se pudo crear la venta en la base de datos")
                return None
            
            logger.info(f"✅ Venta #{idventa} creada en BD")
            
            # ===== REGISTRAR DETALLE Y DESCONTAR STOCK =====
            for item in detalle:
                # Agregar detalle a la venta
                detalle_id = self.repositorio.agregar_detalle(
                    idventa=idventa,
                    idarticulo=item['idarticulo'],
                    cantidad=item['cantidad'],
                    precio_venta=item['precio_venta']
                )
                
                if not detalle_id:
                    logger.error(f"Error al agregar detalle para artículo {item['idarticulo']}")
                    continue
                
                logger.info(f"   ✅ Detalle agregado: {item['cantidad']} x {item['precio_venta']:.2f}")
                
                # Actualizar stock usando inventario_service
                self.inventario_service.descontar_stock(
                    idarticulo=item['idarticulo'],
                    cantidad=item['cantidad'],
                    idventa=idventa,
                    precio_unitario=item['precio_venta']
                )
            
            # ===== RESUMEN FINAL =====
            tipo_cliente = "CONSUMIDOR FINAL" if idcliente is None else "CLIENTE IDENTIFICADO"
            
            logger.info(f"✅ Venta {idventa} registrada correctamente")
            logger.info(f"   Cliente: {tipo_cliente}")
            logger.info(f"   Moneda factura: {moneda}")
            
            if moneda == 'VES':
                logger.info(f"   Total: Bs. {total:.2f}")
                if moneda_pago == 'USD':
                    logger.info(f"   Pagado en USD: ${monto_divisa:.2f}")
            else:
                if moneda == 'USD':
                    logger.info(f"   Total: ${total:.2f} USD")
                elif moneda == 'EUR':
                    logger.info(f"   Total: €{total:.2f} EUR")
                logger.info(f"   Equivalente: Bs. {monto_bs:.2f}")
            
            if igtf > 0:
                logger.info(f"   IGTF (3%): {igtf:.2f}")
            
            return idventa
            
        except Exception as e:
            logger.error(f"❌ Error al registrar venta: {e}")
            return None
    
    def anular(self, idventa):
        """
        Anula una venta (cambia estado a ANULADO) y repone stock
        
        Args:
            idventa (int): ID de la venta a anular
            
        Returns:
            bool: True si se anuló correctamente, False en caso contrario
        """
        try:
            if not self.validar_entero_positivo(idventa, "ID de venta"):
                return False
            
            venta = self.obtener_por_id(idventa)
            if not venta:
                logger.error(f"Venta {idventa} no encontrada")
                return False
            
            if venta.get('estado') == 'ANULADO':
                logger.warning(f"La venta {idventa} ya está anulada")
                return False
            
            # Anular venta
            resultado = self.repositorio.anular(idventa)
            
            if resultado:
                logger.info(f"✅ Venta {idventa} anulada correctamente")
                
                # Reponer stock
                if venta.get('detalle'):
                    logger.info("   Reponiendo stock...")
                    for item in venta['detalle']:
                        self.inventario_service.reponer_stock(
                            idarticulo=item['idarticulo'],
                            cantidad=item['cantidad'],
                            idingreso=None,
                            precio_compra=item['precio_venta']
                        )
            else:
                logger.error(f"❌ No se pudo anular la venta {idventa}")
            
            return resultado
            
        except Exception as e:
            logger.error(f"Error al anular venta {idventa}: {e}")
            return False
    
    def ventas_por_cliente(self, idcliente):
        """
        Obtiene todas las ventas de un cliente específico
        
        Args:
            idcliente (int): ID del cliente
            
        Returns:
            list: Lista de ventas del cliente
        """
        try:
            if not self.validar_entero_positivo(idcliente, "ID del cliente"):
                return []
            return self.repositorio.ventas_por_cliente(idcliente)
        except Exception as e:
            logger.error(f"Error al obtener ventas del cliente {idcliente}: {e}")
            return []
    
    def ventas_por_fecha(self, fecha_inicio, fecha_fin):
        """
        Obtiene ventas en un rango de fechas
        
        Args:
            fecha_inicio: Fecha inicial
            fecha_fin: Fecha final
            
        Returns:
            list: Lista de ventas en el rango
        """
        try:
            return self.repositorio.ventas_por_fecha(fecha_inicio, fecha_fin)
        except Exception as e:
            logger.error(f"Error al obtener ventas por fecha: {e}")
            return []
    
    def total_ventas_dia(self, fecha=None):
        """
        Calcula el total de ventas de un día específico
        
        Args:
            fecha: Fecha (si es None, usa la fecha actual)
            
        Returns:
            float: Total de ventas del día
        """
        try:
            from datetime import datetime
            if fecha is None:
                fecha = datetime.now().date()
            ventas = self.repositorio.ventas_por_fecha(fecha, fecha)
            return sum(v.get('total', 0) for v in ventas)
        except Exception as e:
            logger.error(f"Error al calcular total de ventas del día: {e}")
            return 0.0
    
    def ventas_del_dia(self):
        """
        Obtiene las ventas del día actual
        
        Returns:
            list: Lista de ventas del día
        """
        try:
            from datetime import datetime
            hoy = datetime.now().date()
            return self.ventas_por_fecha(hoy, hoy)
        except Exception as e:
            logger.error(f"Error al obtener ventas del día: {e}")
            return []
    
    def resumen_ventas(self, fecha_inicio, fecha_fin):
        """
        Genera un resumen de ventas en un período
        
        Args:
            fecha_inicio: Fecha inicial
            fecha_fin: Fecha final
            
        Returns:
            dict: Resumen con totales y estadísticas
        """
        try:
            ventas = self.ventas_por_fecha(fecha_inicio, fecha_fin)
            
            total_ventas = len(ventas)
            total_ingresos = sum(v.get('total', 0) for v in ventas)
            promedio_por_venta = total_ingresos / total_ventas if total_ventas > 0 else 0
            
            # Contar por tipo de comprobante
            por_tipo = {}
            # Resumen por moneda
            por_moneda = {'VES': 0, 'USD': 0, 'EUR': 0}
            
            for v in ventas:
                tipo = v.get('tipo_comprobante', 'OTRO')
                por_tipo[tipo] = por_tipo.get(tipo, 0) + 1
                
                moneda = v.get('moneda', 'VES')
                if moneda in por_moneda:
                    por_moneda[moneda] += v.get('total', 0)
            
            return {
                'fecha_inicio': fecha_inicio,
                'fecha_fin': fecha_fin,
                'total_ventas': total_ventas,
                'total_ingresos': total_ingresos,
                'promedio_por_venta': promedio_por_venta,
                'por_tipo': por_tipo,
                'por_moneda': por_moneda,
                'ventas': ventas
            }
            
        except Exception as e:
            logger.error(f"Error al generar resumen de ventas: {e}")
            return {}

----- capa_negocio/inventario_service.py -----
"""
Servicio para la gestión de inventario y stock - VERSIÓN CORREGIDA
"""
from loguru import logger
from capa_negocio.base_service import BaseService

class InventarioService(BaseService):
    """Servicio que implementa la lógica de negocio para inventario"""
    
    COLOR_ROJO = '\033[91m'
    COLOR_AMARILLO = '\033[93m'
    COLOR_VERDE = '\033[92m'
    COLOR_RESET = '\033[0m'
    
    def __init__(self, articulo_service):
        """Inicializa el servicio de inventario"""
        self.articulo_service = articulo_service
        from capa_datos.inventario_repo import InventarioRepositorio
        self.repo = InventarioRepositorio()
        logger.info("✅ InventarioService inicializado")
    
    def obtener_stock_articulo(self, idarticulo):
        """
        Obtiene el stock actual de un artículo desde la tabla kardex
        """
        try:
            if not self.validar_entero_positivo(idarticulo, "ID del artículo"):
                return 0
            
            # Obtener conexión
            conn = self.articulo_service.repositorio.conn
            cursor = conn.cursor()
            
            # Consultar el último stock registrado en kardex
            query = """
            SELECT TOP 1 stock_nuevo 
            FROM kardex 
            WHERE idarticulo = ? 
            ORDER BY fecha_movimiento DESC
            """
            cursor.execute(query, (idarticulo,))
            row = cursor.fetchone()
            
            if row and row[0] is not None:
                stock = row[0]
                logger.info(f"Stock del artículo {idarticulo} desde kardex: {stock} unidades")
                return stock
            else:
                # Si no hay movimientos, stock inicial = 0
                logger.warning(f"No hay registros en kardex para artículo {idarticulo}")
                return 0
            
        except Exception as e:
            logger.error(f"Error al obtener stock del artículo {idarticulo}: {e}")
            return 0

    def registrar_movimiento(self, idarticulo, tipo_movimiento, cantidad, 
                            referencia, precio_compra=None, lote=None, 
                            fecha_vencimiento=None):
        """
        Registra un movimiento en el kardex
        
        Args:
            idarticulo: ID del artículo
            tipo_movimiento: 'ENTRADA' o 'SALIDA'
            cantidad: Cantidad del movimiento
            referencia: Referencia del movimiento (ej: "RECEPCIÓN #123")
            precio_compra: Precio de compra (opcional)
            lote: Número de lote (opcional)
            fecha_vencimiento: Fecha de vencimiento (opcional)
            
        Returns:
            bool: True si se registró correctamente
        """
        try:
            if not self.validar_entero_positivo(idarticulo, "ID del artículo"):
                return False
            
            if cantidad <= 0:
                logger.warning(f"⚠️ Cantidad inválida: {cantidad}")
                return False
            
            # Validar tipo de movimiento
            if tipo_movimiento not in ['ENTRADA', 'SALIDA']:
                logger.warning(f"⚠️ Tipo de movimiento inválido: {tipo_movimiento}")
                return False
            
            # Crear repositorio si no existe
            from capa_datos.inventario_repo import InventarioRepositorio
            repo = InventarioRepositorio()
            
            # Registrar en el repositorio
            resultado = repo.registrar_movimiento(
                idarticulo=idarticulo,
                tipo_movimiento=tipo_movimiento,
                cantidad=cantidad,
                referencia=referencia,
                precio_compra=precio_compra,
                lote=lote,
                fecha_vencimiento=fecha_vencimiento
            )
            
            if resultado:
                logger.info(f"✅ Movimiento registrado: {tipo_movimiento} {cantidad} unidades - Artículo {idarticulo}")
                return True
            else:
                logger.error(f"❌ Error registrando movimiento en repositorio")
                return False
                
        except Exception as e:
            logger.error(f"❌ Error en registrar_movimiento: {e}")
            return False
    
    def _insertar_stock_inicial(self, idarticulo):
        """
        Inserta un registro de stock inicial para un artículo
        Usa 'INGRESO' como tipo_movimiento para cumplir con la restricción CHECK
        """
        try:
            conn = self.articulo_service.repositorio.conn
            cursor = conn.cursor()
            
            # CORREGIDO: Usar 'INGRESO' en lugar de 'INICIAL' para cumplir con la restricción
            query = """
            INSERT INTO kardex 
            (idarticulo, tipo_movimiento, documento_referencia, cantidad, 
             precio_unitario, valor_total, stock_anterior, stock_nuevo, fecha_movimiento)
            VALUES (?, 'INGRESO', 'INVENTARIO INICIAL', 0, 0, 0, 0, 0, GETDATE())
            """
            cursor.execute(query, (idarticulo,))
            conn.commit()
            logger.info(f"📝 Stock inicial creado para artículo {idarticulo} (tipo: INGRESO)")
        except Exception as e:
            logger.error(f"Error al insertar stock inicial: {e}")
    
    def descontar_stock(self, idarticulo, cantidad, idventa=None, precio_unitario=None):
        """
        Descuenta stock de un artículo por una venta (ACTUALIZA KARDEX)
        
        Args:
            idarticulo (int): ID del artículo
            cantidad (int): Cantidad a descontar
            idventa (int, optional): ID de la venta asociada
            precio_unitario (float, optional): Precio de venta unitario
            
        Returns:
            bool: True si se descontó correctamente, False en caso contrario
        """
        try:
            # Validaciones
            if not self.validar_entero_positivo(idarticulo, "ID del artículo"):
                return False
            
            if not self.validar_entero_positivo(cantidad, "Cantidad a descontar"):
                return False
            
            # Obtener stock actual
            stock_actual = self.obtener_stock_articulo(idarticulo)
            
            if stock_actual < cantidad:
                logger.error(f"Stock insuficiente. Disponible: {stock_actual}, Solicitado: {cantidad}")
                return False
            
            # Calcular nuevo stock
            stock_nuevo = stock_actual - cantidad
            
            # Calcular valor total
            valor_total = cantidad * precio_unitario if precio_unitario else 0
            
            # Insertar en kardex
            conn = self.articulo_service.repositorio.conn
            cursor = conn.cursor()
            
            documento = f"VENTA-{idventa}" if idventa else "VENTA-DIRECTA"
            
            query = """
            INSERT INTO kardex 
            (idarticulo, tipo_movimiento, documento_referencia, cantidad, 
             precio_unitario, valor_total, stock_anterior, stock_nuevo, fecha_movimiento)
            VALUES (?, 'VENTA', ?, ?, ?, ?, ?, ?, GETDATE())
            """
            
            cursor.execute(query, (idarticulo, documento, cantidad, precio_unitario, valor_total, stock_actual, stock_nuevo))
            conn.commit()
            
            logger.info(f"✅ Descontando {cantidad} unidades del artículo {idarticulo}")
            logger.info(f"   Stock: {stock_actual} → {stock_nuevo}")
            if precio_unitario:
                logger.info(f"   Precio unitario: Bs. {precio_unitario:.2f}")
                logger.info(f"   Valor total: Bs. {valor_total:.2f}")
            if idventa:
                logger.info(f"   Venta asociada: #{idventa}")
            
            return True
            
        except Exception as e:
            logger.error(f"Error al descontar stock del artículo {idarticulo}: {e}")
            return False
    
    def reponer_stock(self, idarticulo, cantidad, idingreso=None, precio_compra=None):
        """
        Repone stock de un artículo por un ingreso (ACTUALIZA KARDEX)
        
        Args:
            idarticulo (int): ID del artículo
            cantidad (int): Cantidad a reponer
            idingreso (int, optional): ID del ingreso asociado
            precio_compra (float, optional): Precio de compra unitario
            
        Returns:
            bool: True si se repuso correctamente, False en caso contrario
        """
        try:
            # Validaciones
            if not self.validar_entero_positivo(idarticulo, "ID del artículo"):
                return False
            
            if not self.validar_entero_positivo(cantidad, "Cantidad a reponer"):
                return False
            
            # Obtener stock actual
            stock_actual = self.obtener_stock_articulo(idarticulo)
            stock_nuevo = stock_actual + cantidad
            
            # Calcular valor total
            valor_total = cantidad * precio_compra if precio_compra else 0
            
            # Insertar en kardex
            conn = self.articulo_service.repositorio.conn
            cursor = conn.cursor()
            
            documento = f"INGRESO-{idingreso}" if idingreso else "INGRESO-MANUAL"
            
            query = """
            INSERT INTO kardex 
            (idarticulo, tipo_movimiento, documento_referencia, cantidad, 
             precio_unitario, valor_total, stock_anterior, stock_nuevo, fecha_movimiento)
            VALUES (?, 'INGRESO', ?, ?, ?, ?, ?, ?, GETDATE())
            """
            
            cursor.execute(query, (idarticulo, documento, cantidad, precio_compra, valor_total, stock_actual, stock_nuevo))
            conn.commit()
            
            logger.info(f"✅ Reponiendo {cantidad} unidades del artículo {idarticulo}")
            logger.info(f"   Stock: {stock_actual} → {stock_nuevo}")
            if precio_compra:
                logger.info(f"   Precio compra: Bs. {precio_compra:.2f}")
                logger.info(f"   Valor total: Bs. {valor_total:.2f}")
            if idingreso:
                logger.info(f"   Ingreso asociado: #{idingreso}")
            
            return True
            
        except Exception as e:
            logger.error(f"Error al reponer stock del artículo {idarticulo}: {e}")
            return False
    
    def obtener_nivel_stock(self, stock_actual):
        """
        Determina el nivel de stock (CRÍTICO, BAJO, NORMAL)
        
        Args:
            stock_actual (int): Stock actual del artículo
            
        Returns:
            dict: Nivel de stock con color y mensaje
        """
        if stock_actual < 3:
            return {
                'nivel': 'CRÍTICO',
                'color': self.COLOR_ROJO,
                'emoji': '🔴',
                'mensaje': '¡URGENTE! Reponer stock inmediatamente'
            }
        elif stock_actual < 6:
            return {
                'nivel': 'BAJO',
                'color': self.COLOR_AMARILLO,
                'emoji': '🟡',
                'mensaje': 'Stock bajo, considerar reposición'
            }
        else:
            return {
                'nivel': 'NORMAL',
                'color': self.COLOR_VERDE,
                'emoji': '🟢',
                'mensaje': 'Stock normal'
            }
    
    def listar_con_stock(self):
        """
        Lista todos los artículos con su stock actual desde kardex
        """
        try:
            if not self.articulo_service:
                logger.error("❌ ArticuloService no disponible")
                return []
            
            # Obtener artículos usando el método correcto
            articulos = self.articulo_service.listar_articulos()
            
            if not articulos:
                logger.info("📭 No hay artículos registrados")
                return []
            
            # Enriquecer con stock actual (sin perder otros campos)
            for art in articulos:
                try:
                    stock = self.obtener_stock_articulo(art['idarticulo'])
                    art['stock_actual'] = stock
                    
                    # DEBUG - Verificar que letra_fiscal se mantiene
                    if 'letra_fiscal' in art:
                        logger.debug(f"Artículo {art['idarticulo']} tiene letra: {art['letra_fiscal']}")
                    
                except Exception as e:
                    logger.error(f"Error obteniendo stock para artículo {art['idarticulo']}: {e}")
                    art['stock_actual'] = 0
            
            logger.info(f"✅ {len(articulos)} artículos listados con stock")
            return articulos
            
        except Exception as e:
            logger.error(f"❌ Error al listar artículos con stock: {e}")
            return []
    
    def mostrar_tabla_stock(self):
        """
        Genera una tabla formateada del stock actual
        
        Returns:
            str: Tabla formateada para mostrar en consola
        """
        articulos = self.listar_con_stock()
        
        if not articulos:
            return "📭 No hay artículos registrados"
        
        lineas = []
        lineas.append(f"{'ID':<5} {'CÓDIGO':<15} {'NOMBRE':<30} {'STOCK':<10} {'ESTADO':<15}")
        lineas.append("-" * 75)
        
        for art in articulos:
            linea = f"{art['idarticulo']:<5} {art['codigo']:<15} {art['nombre']:<30} {art['stock_actual']:<10} {art['emoji']} {art['nivel_stock']}"
            lineas.append(f"{art['color']}{linea}{self.COLOR_RESET}")
        
        return "\n".join(lineas)
    
    def mostrar_resumen_stock(self):
        """
        Muestra un resumen del inventario
        
        Returns:
            str: Resumen formateado
        """
        articulos = self.listar_con_stock()
        
        if not articulos:
            return "📭 No hay artículos registrados"
        
        total_articulos = len(articulos)
        criticos = sum(1 for a in articulos if a['nivel_stock'] == 'CRÍTICO')
        bajos = sum(1 for a in articulos if a['nivel_stock'] == 'BAJO')
        normales = sum(1 for a in articulos if a['nivel_stock'] == 'NORMAL')
        stock_total = sum(a['stock_actual'] for a in articulos)
        
        resumen = []
        resumen.append("📊 RESUMEN DE INVENTARIO")
        resumen.append("=" * 40)
        resumen.append(f"Total artículos: {total_articulos}")
        resumen.append(f"Stock total: {stock_total} unidades")
        resumen.append("")
        resumen.append(f"{self.COLOR_ROJO}🔴 Críticos: {criticos}{self.COLOR_RESET}")
        resumen.append(f"{self.COLOR_AMARILLO}🟡 Bajos: {bajos}{self.COLOR_RESET}")
        resumen.append(f"{self.COLOR_VERDE}🟢 Normales: {normales}{self.COLOR_RESET}")
        
        if criticos > 0:
            resumen.append("")
            resumen.append(f"{self.COLOR_ROJO}⚠️ Artículos críticos:{self.COLOR_RESET}")
            for art in articulos:
                if art['nivel_stock'] == 'CRÍTICO':
                    resumen.append(f"   - {art['nombre']} (Stock: {art['stock_actual']})")
        
        return "\n".join(resumen)
    
    def obtener_alertas_stock(self):
        """
        Obtiene alertas de stock bajo y crítico
        
        Returns:
            list: Lista de alertas formateadas
        """
        articulos = self.listar_con_stock()
        alertas = []
        
        for art in articulos:
            if art['nivel_stock'] == 'CRÍTICO':
                alertas.append(f"{self.COLOR_ROJO}🔴 {art['nombre']} - Stock CRÍTICO ({art['stock_actual']} und){self.COLOR_RESET}")
            elif art['nivel_stock'] == 'BAJO':
                alertas.append(f"{self.COLOR_AMARILLO}🟡 {art['nombre']} - Stock BAJO ({art['stock_actual']} und){self.COLOR_RESET}")
        
        return alertas
    
    def verificar_stock_para_venta(self, items):
        """
        Verifica si hay stock suficiente para una venta
        
        Args:
            items (list): Lista de items con idarticulo y cantidad
            
        Returns:
            tuple: (bool, list) - (aprobado, lista de errores)
        """
        errores = []
        for item in items:
            stock = self.obtener_stock_articulo(item['idarticulo'])
            if item['cantidad'] > stock:
                errores.append(f"Artículo {item['idarticulo']}: requiere {item['cantidad']}, disponible {stock}")
        
        return len(errores) == 0, errores

----- capa_negocio/tasa_service.py -----
"""
Servicio para gestión de tasas de cambio - VERSIÓN MANUAL (ESCALABLE)
"""
from datetime import datetime, date
from loguru import logger
from capa_negocio.base_service import BaseService

class TasaService(BaseService):
    """Servicio para manejar tasas de cambio (dólar, euro)"""
    
    MONEDAS_SOPORTADAS = ['USD', 'EUR']
    
    # Colores para la consola
    COLOR_AMARILLO = '\033[93m'
    COLOR_VERDE = '\033[92m'
    COLOR_ROJO = '\033[91m'
    COLOR_RESET = '\033[0m'
    
    def __init__(self, repositorio_tasa):
        """
        Inicializa el servicio de tasas
        
        Args:
            repositorio_tasa: Repositorio para acceso a BD
        """
        super().__init__()
        self.repo = repositorio_tasa
        self.modo_automatico = False  # Por ahora manual
        logger.info("✅ TasaService inicializado en modo MANUAL")
    
    def obtener_tasa_del_dia(self, moneda='USD'):
        """
        Obtiene la última tasa registrada para una moneda
        
        Args:
            moneda: USD, EUR
            
        Returns:
            float: Tasa de cambio o None si no existe
        """
        try:
            tasa = self.repo.obtener_ultima_tasa(moneda)
            if tasa:
                logger.info(f"💱 Tasa {moneda}: {tasa:.2f} (de BD)")
                return tasa
            else:
                logger.warning(f"No hay tasa registrada para {moneda}")
                return None
        except Exception as e:
            logger.error(f"Error obteniendo tasa: {e}")
            return None
    
    def registrar_tasa_manual(self, moneda, tasa, usuario):
        """
        Registra una tasa ingresada manualmente por el usuario
        
        Args:
            moneda: USD, EUR
            tasa: Valor de la tasa
            usuario: Nombre del usuario que registra
            
        Returns:
            bool: True si se registró correctamente
        """
        try:
            if not self.validar_decimal_positivo(tasa, "Tasa"):
                return False
            
            if moneda not in self.MONEDAS_SOPORTADAS:
                logger.error(f"Moneda no soportada: {moneda}")
                return False
            
            # Fuente manual tiene ID 1
            idfuente = 1
            
            resultado = self.repo.insertar_tasa(
                idfuente=idfuente,
                moneda_origen=moneda,
                tasa=tasa,
                usuario=usuario,
                observaciones="Ingreso manual"
            )
            
            if resultado:
                logger.info(f"✅ Tasa {moneda} registrada: {tasa:.2f} por {usuario}")
                return True
            return False
            
        except Exception as e:
            logger.error(f"Error registrando tasa manual: {e}")
            return False
    
    def obtener_tasa_para_venta(self, moneda='USD', usuario=None):
        """
        Obtiene la tasa actual, solicitando al usuario si es necesario
        
        Args:
            moneda: USD, EUR
            usuario: Usuario actual (para registro)
            
        Returns:
            float: Tasa a usar o None si se cancela
        """
        # Modo MANUAL: preguntar siempre
        print(f"\n{self.COLOR_AMARILLO}💱 CONFIGURACIÓN DE TASA DE CAMBIO{self.COLOR_RESET}")
        print("=" * 50)
        
        # Intentar obtener última tasa como referencia
        tasa_anterior = self.obtener_tasa_del_dia(moneda)
        if tasa_anterior:
            print(f"📊 Última tasa registrada: 1 {moneda} = {tasa_anterior:.2f} VES")
            print(f"   Fecha: {date.today().strftime('%d/%m/%Y')}")
        else:
            print(f"📊 No hay tasa previa registrada para {moneda}")
        
        print("\nIngrese la tasa de cambio del día de HOY:")
        
        while True:
            try:
                tasa_input = input(f"💵 1 {moneda} = Bs. ").strip()
                if not tasa_input:
                    print(f"{self.COLOR_ROJO}❌ Operación cancelada{self.COLOR_RESET}")
                    return None
                
                tasa = float(tasa_input.replace(',', '.'))
                if tasa <= 0:
                    print(f"{self.COLOR_ROJO}❌ La tasa debe ser positiva{self.COLOR_RESET}")
                    continue
                
                # Confirmar
                print(f"\n✅ Tasa ingresada: 1 {moneda} = {tasa:.2f} VES")
                confirmar = input(f"{self.COLOR_AMARILLO}¿Confirmar? (s/N): {self.COLOR_RESET}").lower()
                
                if confirmar == 's':
                    # Registrar en BD
                    if usuario:
                        self.registrar_tasa_manual(moneda, tasa, usuario)
                    return tasa
                else:
                    print("Por favor, ingrese la tasa correcta:")
                    
            except ValueError:
                print(f"{self.COLOR_ROJO}❌ Ingrese un número válido (ej: 60.50){self.COLOR_RESET}")
    
    def mostrar_historial(self, moneda='USD', dias=7):
        """
        Muestra el historial reciente de tasas
        
        Args:
            moneda: USD, EUR
            dias: Número de días a mostrar
        """
        historial = self.repo.obtener_historial(moneda, dias)
        
        if not historial:
            print(f"📭 No hay historial para {moneda}")
            return
        
        print(f"\n📊 HISTORIAL DE TASAS {moneda} (últimos {dias} días)")
        print("-" * 60)
        print(f"{'FECHA':<12} {'TASA':<10} {'FUENTE':<15} {'USUARIO':<15}")
        print("-" * 60)
        
        for h in historial:
            fecha = h['fecha'].strftime('%d/%m/%Y') if hasattr(h['fecha'], 'strftime') else h['fecha']
            print(f"{fecha:<12} {h['tasa']:<10.2f} {h['fuente']:<15} {h['usuario_registro'] or '':<15}")
    
    # ========== MÉTODOS PARA FUTURAS MEJORAS AUTOMÁTICAS ==========
    
    def activar_modo_automatico(self):
        """Activa el modo automático (para futuro)"""
        self.modo_automatico = True
        logger.info("🤖 Modo automático activado")
    
    def consultar_api_bcv(self):
        """
        MÉTODO PARA FUTURO: Consulta API del BCV
        """
        # Aquí irá la lógica para consultar APIs
        pass

----- capa_negocio/rol_service.py -----
from typing import List, Dict, Optional, Set
from loguru import logger
from capa_negocio.base_service import BaseService

class PermisoDenegadoError(Exception):
    """Excepción para cuando un usuario no tiene permiso"""
    pass

class RolService(BaseService):
    """Servicio para gestión de roles y permisos"""
    
    def __init__(self, repositorio):
        self.repositorio = repositorio
        self.permisos_usuario_actual: Set[str] = set()
    
    def cargar_permisos_usuario(self, idrol: int):
        """Carga los permisos del rol del usuario actual"""
        if idrol:
            self.permisos_usuario_actual = set(self.repositorio.obtener_permisos_rol(idrol))
            logger.info(f"✅ Permisos cargados para rol {idrol}: {len(self.permisos_usuario_actual)} permisos")
        else:
            self.permisos_usuario_actual = set()
    
    def tiene_permiso(self, permiso: str) -> bool:
        """Verifica si el usuario actual tiene un permiso específico"""
        return permiso in self.permisos_usuario_actual
    
    def verificar_permiso(self, permiso: str):
        """Verifica permiso o lanza excepción"""
        if not self.tiene_permiso(permiso):
            logger.warning(f"⚠️ Permiso denegado: {permiso}")
            raise PermisoDenegadoError(f"No tiene permiso para: {permiso}")
    
    def listar_roles(self) -> List[Dict]:
        """Lista roles disponibles"""
        return self.repositorio.listar_roles()
    
    def obtener_rol(self, idrol: int) -> Optional[Dict]:
        """Obtiene un rol por su ID"""
        try:
            return self.repositorio.obtener_rol(idrol)
        except Exception as e:
            logger.error(f"❌ Error al obtener rol {idrol}: {e}")
            return None
    
    def listar_permisos_por_modulo(self) -> Dict[str, List[Dict]]:
        """Lista permisos agrupados por módulo"""
        todos = self.repositorio.listar_permisos()
        por_modulo = {}
        for permiso in todos:
            modulo = permiso['modulo']
            if modulo not in por_modulo:
                por_modulo[modulo] = []
            por_modulo[modulo].append(permiso)
        return por_modulo
    
    def obtener_permisos_rol(self, idrol: int) -> List[str]:
        """Obtiene permisos de un rol"""
        return self.repositorio.obtener_permisos_rol(idrol)
    
    def asignar_permisos_rol(self, idrol: int, permisos: List[int]) -> bool:
        """Asigna permisos a un rol (requiere permiso de administrador)"""
        self.verificar_permiso('usuarios_asignar_roles')
        return self.repositorio.asignar_permisos_rol(idrol, permisos)
    
    def asignar_rol_trabajador(self, idtrabajador: int, idrol: int) -> bool:
        """Asigna rol a trabajador (requiere permiso de administrador)"""
        self.verificar_permiso('usuarios_editar')
        return self.repositorio.asignar_rol_trabajador(idtrabajador, idrol)
    
    def crear_rol(self, nombre: str, descripcion: str = None, nivel: int = 1) -> Optional[int]:
        """Crea un nuevo rol (requiere permiso de administrador)"""
        self.verificar_permiso('usuarios_crear')
        return self.repositorio.crear_rol(nombre, descripcion, nivel)
    
    def get_permisos_usuario(self) -> Set[str]:
        """Retorna los permisos del usuario actual"""
        return self.permisos_usuario_actual

----- capa_negocio/usuario_admin_service.py -----
from typing import List, Dict, Optional
from datetime import datetime, date
from loguru import logger
from capa_negocio.base_service import BaseService

class UsuarioAdminService(BaseService):
    """Servicio para administración de usuarios (solo para admin)"""
    
    def __init__(self, repositorio, rol_service=None):
        self.repositorio = repositorio
        self.rol_service = rol_service
    
    def listar_usuarios(self) -> List[Dict]:
        """Lista todos los usuarios"""
        try:
            return self.repositorio.listar_usuarios()
        except Exception as e:
            logger.error(f"❌ Error al listar usuarios: {e}")
            return []
    
    def obtener_usuario(self, idtrabajador: int) -> Optional[Dict]:
        """Obtiene un usuario por ID"""
        if not self.validar_entero_positivo(idtrabajador, "ID de usuario"):
            return None
        return self.repositorio.obtener_usuario(idtrabajador)
    
    def crear_usuario(self, nombre: str, apellidos: str, sexo: str,
                      fecha_nacimiento, num_documento: str,
                      usuario: str, password: str,
                      email: str, idrol: int,
                      direccion: str = None, telefono: str = None) -> bool:
        """Crea un nuevo usuario con validaciones"""
        
        # Validaciones básicas
        if not self.validar_requerido(nombre, "nombre"):
            return False
        if not self.validar_requerido(apellidos, "apellidos"):
            return False
        if not self.validar_requerido(usuario, "usuario"):
            return False
        if not self.validar_requerido(password, "contraseña"):
            return False
        if not self.validar_requerido(email, "email"):
            return False
        if not self.validar_requerido(num_documento, "documento"):
            return False
        if not self.validar_entero_positivo(idrol, "rol"):
            return False
        
        # Validaciones específicas
        if len(password) < 6:
            logger.warning("⚠️ La contraseña debe tener al menos 6 caracteres")
            return False
        
        if not self.validar_email(email):
            return False
        
        if telefono and not self.validar_telefono(telefono):
            return False
        
        if sexo and sexo not in ['M', 'F', 'O']:
            logger.warning("⚠️ Sexo debe ser M, F u O")
            return False
        
        # Validar que no exista usuario con mismo username o email
        if self.repositorio.verificar_usuario_existe(usuario, email):
            logger.warning("⚠️ Ya existe un usuario con ese nombre de usuario o email")
            return False
        
        # Validar fecha de nacimiento (mayor de edad)
        if isinstance(fecha_nacimiento, str):
