=== ESTRUCTURA COMPLETA DE BASE DE DATOS ===

-- TABLAS Y SUS COLUMNAS
TABLE_NAME                                                                                                                       COLUMN_NAME                                                                                                                      DATA_TYPE                                                                                                                        CHARACTER_MAXIMUM_LENGTH IS_NULLABLE
trabajador                                                                                                                       UQ__trabajad__9AFF8FC656F4793D                                                                                                   NONCLUSTERED                                                 usuario                                                                                                                                                                                                                                                         
trabajador                                                                                                                       UQ__trabajad__AB6E6164D401A5A3                                                                                                   NONCLUSTERED                                                 email                                                                                                                                                                                                                                                           
venta                                                                                                                            IX_venta_cliente                                                                                                                 NONCLUSTERED                                                 idcliente                                                                                                                                                                                                                                                       
venta                                                                                                                            IX_venta_factura                                                                                                                 NONCLUSTERED                                                 serie, numero_comprobante                                                                                                                                                                                                                                       
venta                                                                                                                            IX_venta_fecha                                                                                                                   NONCLUSTERED                                                 fecha                                                                                                                                                                                                                                                           
venta                                                                                                                            PK__venta__F82D1AFB5E998F8E                                                                                                      CLUSTERED                                                    idventa                                                                                                                                                                                                                                                         

(88 rows affected)

=== ARCHIVOS PYTHON DEL PROYECTO ===

----- main.py -----
#!/usr/bin/env python3
"""
Sistema de Ventas - Punto de entrada principal
"""
from loguru import logger
from capa_datos.conexion import ConexionDB
from capa_datos.categoria_repo import CategoriaRepositorio
from capa_negocio.categoria_service import CategoriaService

def main():
    """Función principal"""
    logger.add("sistema_ventas.log", rotation="10 MB")
    
    logger.info("🚀 Iniciando Sistema de Ventas Python")
    
    # Conectar a la base de datos
    db = ConexionDB()
    conn = db.conectar()
    
    if not conn:
        logger.error("❌ No se pudo conectar a la base de datos")
        return
    
    try:
        # Ejemplo de uso con categorías
        repo = CategoriaRepositorio(conn)
        service = CategoriaService(repo)
        
        # Listar categorías existentes
        categorias = service.listar_categorias()
        print("\n📋 CATEGORÍAS EXISTENTES:")
        for cat in categorias:
            print(f"  {cat['idcategoria']}: {cat['nombre']}")
        
        # Insertar una categoría de ejemplo
        if not categorias:
            print("\n📝 Insertando categorías de ejemplo...")
            service.crear_categoria("Electrónicos", "Productos electrónicos")
            service.crear_categoria("Ropa", "Prendas de vestir")
            
            # Volver a listar
            categorias = service.listar_categorias()
            print("\n📋 CATEGORÍAS DESPUÉS DE INSERTAR:")
            for cat in categorias:
                print(f"  {cat['idcategoria']}: {cat['nombre']}")
    
    finally:
        # Cerrar conexión
        db.cerrar()
    
    logger.info("✅ Sistema finalizado correctamente")

if __name__ == "__main__":
    main()

----- capa_presentacion/menu_principal.py -----
#!/usr/bin/env python3
"""
Menú principal del sistema de ventas (Interfaz de consola)
"""
import os
import sys
import readchar
from datetime import datetime

# Añadir el directorio padre al path para importar módulos
sys.path.append(os.path.dirname(os.path.dirname(os.path.abspath(__file__))))

from capa_datos.conexion import ConexionDB
from capa_datos.categoria_repo import CategoriaRepositorio
from capa_datos.cliente_repo import ClienteRepositorio
from capa_datos.articulo_repo import ArticuloRepositorio
from capa_datos.proveedor_repo import ProveedorRepositorio
from capa_datos.trabajador_repo import TrabajadorRepositorio
from capa_datos.venta_repo import VentaRepositorio
from capa_datos.ingreso_repo import IngresoRepositorio
from capa_datos.lote_repo import LoteRepositorio
from capa_datos.rol_repo import RolRepositorio
from capa_datos.usuario_admin_repo import UsuarioAdminRepositorio
from capa_datos.proveedor_archivo_repo import ProveedorArchivoRepositorio
from capa_datos.aprendizaje_repo import AprendizajeRepositorio

from capa_negocio.categoria_service import CategoriaService
from capa_negocio.cliente_service import ClienteService
from capa_negocio.articulo_service import ArticuloService
from capa_negocio.trabajador_service import TrabajadorService
from capa_negocio.venta_service import VentaService
from capa_negocio.rol_service import RolService, PermisoDenegadoError
from capa_negocio.base_service import BaseService
from capa_negocio.email_service import EmailService
from capa_negocio.usuario_admin_service import UsuarioAdminService
from capa_negocio.token_service import TokenService
from capa_negocio.proveedor_service import ProveedorService
from capa_negocio.validacion_venezuela import ValidacionVenezuela
from capa_negocio.inventario_service import InventarioService
from capa_negocio.ingreso_service import IngresoService
from capa_negocio.proveedor_archivo_service import ProveedorArchivoService
from capa_negocio.reporte_contable_service import ReporteContableService

# Importaciones para SENIAT y auditoría
from capa_datos.auditoria_repo import AuditoriaRepositorio
from capa_datos.tasa_repo import TasaRepositorio
from capa_negocio.auditoria_service import AuditoriaService
from config.seniat_config import SENIAT_CONFIG, TECLAS_ATAJO, MENSAJES_LEGALES

from capa_presentacion.decoradores import requiere_permiso
from capa_presentacion.input_con_mascara import leer_con_mascara

from loguru import logger

# Configurar logger
logger.remove()
logger.add(sys.stderr, format="<level>{level: <8}</level> | <cyan>{name}</cyan>:<cyan>{function}</cyan>:<cyan>{line}</cyan> - <level>{message}</level>")

class SistemaVentas:
    """Clase principal del sistema"""
    
    # Colores para la terminal
    COLOR_ROJO = '\033[91m'
    COLOR_VERDE = '\033[92m'
    COLOR_AMARILLO = '\033[93m'
    COLOR_AZUL = '\033[94m'
    COLOR_MAGENTA = '\033[95m'
    COLOR_CYAN = '\033[96m'
    COLOR_NARANJA = '\033[38;5;208m'
    COLOR_RESET = '\033[0m'
    COLOR_NEGRITA = '\033[1m'
    
    def __init__(self):
        self.db = ConexionDB()
        self.conn = None
        self.trabajador_service = None
        self.categoria_service = None
        self.cliente_service = None
        self.articulo_service = None
        self.proveedor_service = None
        self.proveedor_archivo_service = None
        self.venta_service = None
        self.rol_service = None
        self.email_service = None
        self.usuario_admin_service = None
        self.token_service = None
        self.inventario_service = None
        self.ingreso_service = None
        self.auditoria_service = None
    
    def conectar_db(self):
        """Establece conexión con la base de datos"""
        self.conn = self.db.conectar()
        if not self.conn:
            print("❌ No se pudo conectar a la base de datos")
            return False
        
        # Inicializar repositorios
        trabajador_repo = TrabajadorRepositorio(self.conn)
        categoria_repo = CategoriaRepositorio(self.conn)
        cliente_repo = ClienteRepositorio(self.conn)
        articulo_repo = ArticuloRepositorio(self.conn)
        proveedor_repo = ProveedorRepositorio(self.conn)
        venta_repo = VentaRepositorio(self.conn)
        ingreso_repo = IngresoRepositorio(self.conn)
        rol_repo = RolRepositorio(self.conn)
        usuario_admin_repo = UsuarioAdminRepositorio(self.conn)
        proveedor_archivo_repo = ProveedorArchivoRepositorio(self.conn)
        
        # Inicializar repositorio de tasas
        from capa_datos.tasa_repo import TasaRepositorio
        tasa_repo = TasaRepositorio(self.conn)
        
        # Inicializar servicios base
        self.trabajador_service = TrabajadorService(trabajador_repo)
        self.categoria_service = CategoriaService(categoria_repo)
        self.cliente_service = ClienteService(cliente_repo)
        self.articulo_service = ArticuloService(articulo_repo, self.categoria_service)
        self.proveedor_service = ProveedorService(proveedor_repo)
        self.proveedor_archivo_service = ProveedorArchivoService(proveedor_archivo_repo, self.proveedor_service)
        
        # Inicializar inventario
        self.inventario_service = InventarioService(self.articulo_service)
        logger.info("✅ InventarioService inicializado")
        
        # Inicializar venta con soporte de tasas
        self.venta_service = VentaService(
            venta_repo, 
            self.cliente_service, 
            self.trabajador_service, 
            self.inventario_service,
            tasa_repo=tasa_repo
        )
        logger.info("✅ VentaService inicializado con soporte de tasas")
        
        self.ingreso_service = IngresoService(
            ingreso_repo, 
            self.articulo_service, 
            self.proveedor_service,
            self.trabajador_service
        )
        self.rol_service = RolService(rol_repo)
        self.usuario_admin_service = UsuarioAdminService(usuario_admin_repo, self.rol_service)
        self.token_service = TokenService(self.conn)
        
        self.trabajador_service.rol_service = self.rol_service
        
        self.email_service = EmailService(
            smtp_server="smtp.gmail.com",
            smtp_port=587,
            email_remitente="carlosberenguel554@gmail.com",
            password="fhnh tiax mfus fmok"
        )
        
        # Inicializar servicio de auditoría
        from capa_datos.auditoria_repo import AuditoriaRepositorio
        from capa_negocio.auditoria_service import AuditoriaService
        auditoria_repo = AuditoriaRepositorio(self.conn)
        self.auditoria_service = AuditoriaService(auditoria_repo)
        logger.info("✅ Servicio de auditoría inicializado")
        
        # Inicializar servicio de reportes contables
        from capa_negocio.reporte_contable_service import ReporteContableService
        self.reporte_service = ReporteContableService(
            self.venta_service,
            self.inventario_service
        )
        logger.info("✅ ReporteContableService inicializado")
        
        return True

    def mostrar_login(self):
        """Muestra la pantalla de inicio de sesión"""
        self.limpiar_pantalla()
        print("=" * 60)
        print("                       INICIAR SESIÓN                       ")
        print("=" * 60)
        print()
        print("1. Iniciar sesión")
        print("2. ¿Olvidaste tu contraseña?")
        print("0. Volver")
        print()
        return input("🔹 Seleccione una opción: ").strip()

    def menu_login(self):
        """Método principal que maneja el flujo completo del sistema"""
        if not self.conectar_db():
            return
        
        while True:
            # === PANTALLA DE LOGIN ===
            while not self.trabajador_service.get_usuario_actual():
                opcion_login = self.mostrar_login()

                if opcion_login == '1':
                    self._login_normal()
                elif opcion_login == '2':
                    self._recuperar_contraseña()
                elif opcion_login == '0':
                    if self.confirmar_salida():
                        return
                else:
                    print("❌ Opción no válida")
                    self.pausa()

            # === MENÚ PRINCIPAL ===
            while self.trabajador_service.get_usuario_actual():
                opcion = self.mostrar_menu_principal()

                if opcion.upper() == 'X':
                    self._modificar_tasas()
                    continue

                if opcion == '1' and hasattr(self, 'menu_clientes'):
                    self.menu_clientes()
                elif opcion == '2' and hasattr(self, 'menu_articulos'):
                    self.menu_articulos()
                elif opcion == '3' and hasattr(self, 'menu_proveedores'):
                    self.menu_proveedores()
                elif opcion == '4' and hasattr(self, 'menu_ventas'):
                    self.menu_ventas()
                elif opcion == '5' and hasattr(self, '_menu_compras'):
                    self._menu_compras()
                elif opcion == '6' and hasattr(self, 'menu_inventario'):
                    self.menu_inventario()
                elif opcion == '7' and hasattr(self, 'menu_reportes'):
                    self.menu_reportes()
                elif opcion == '8' and hasattr(self, 'menu_administracion_usuarios'):
                    self.menu_administracion_usuarios()
                elif opcion == '9':
                    self.cerrar_sesion()
                    break
                elif opcion == '0':
                    if self.confirmar_salida():
                        return
                else:
                    print("❌ Opción no válida")
                    self.pausa()

    def cerrar_sesion(self):
        """Cierra la sesión actual"""
        if hasattr(self, 'trabajador_service') and self.trabajador_service:
              self.trabajador_service.logout()  # ← BIEN (usa el método existente)
        print("\n✅ Sesión cerrada correctamente")
        self.pausa()
    
    def limpiar_pantalla(self):
        """Limpia la pantalla de la consola"""
        os.system('clear' if os.name == 'posix' else 'cls')
    
    def pausa(self):
        """Pausa la ejecución hasta que el usuario presione Enter"""
        input(f"\n{self.COLOR_AMARILLO}🔹 Presione Enter para continuar...{self.COLOR_RESET}")
    
    def confirmar_salida(self):
        """Confirma si realmente quiere salir del sistema"""
        respuesta = input("\n¿Está seguro que desea salir? (S/N): ").strip().upper()
        return respuesta == 'S'

    def obtener_tasas_actuales(self):
        """
        Obtiene las tasas de cambio actuales del sistema
        Returns:
            dict: Diccionario con tasas de USD y EUR
        """
        tasas = {'USD': None, 'EUR': None}
        
        try:
            # Intentar obtener tasas desde el servicio de ventas
            if hasattr(self, 'venta_service') and self.venta_service and hasattr(self.venta_service, 'tasa_service'):
                if self.venta_service.tasa_service:
                    tasas['USD'] = self.venta_service.tasa_service.obtener_tasa_del_dia('USD')
                    tasas['EUR'] = self.venta_service.tasa_service.obtener_tasa_del_dia('EUR')
            else:
                # Fallback: consulta directa a BD
                if hasattr(self, 'conn') and self.conn:
                    tasa_repo = TasaRepositorio(self.conn)
                    tasas['USD'] = tasa_repo.obtener_ultima_tasa('USD')
                    tasas['EUR'] = tasa_repo.obtener_ultima_tasa('EUR')
        except Exception as e:
            logger.error(f"Error obteniendo tasas para menú: {e}")
        
        return tasas

    def obtener_fecha_hora_actual(self):
        """
        Retorna la fecha y hora actual formateada
        Returns:
            tuple: (dia_semana, fecha, hora)
        """
        ahora = datetime.now()
        dias_semana = ["Lunes", "Martes", "Miércoles", "Jueves", "Viernes", "Sábado", "Domingo"]
        dia_semana = dias_semana[ahora.weekday()]
        fecha = ahora.strftime("%d/%m/%Y")
        hora = ahora.strftime("%I:%M:%S %p")
        return dia_semana, fecha, hora

    def registrar_auditoria(self, accion, tabla, registro_id, datos_anteriores=None, datos_nuevos=None):
        """
        Registra una acción en el log de auditoría
        """
        try:
            usuario_actual = self.trabajador_service.get_usuario_actual()
            if usuario_actual:
                usuario_nombre = f"{usuario_actual['nombre']} {usuario_actual['apellidos']}"
            else:
                usuario_nombre = "SISTEMA"
            
            if self.auditoria_service:
                self.auditoria_service.registrar(
                    usuario=usuario_nombre,
                    accion=accion,
                    tabla=tabla,
                    registro_id=registro_id,
                    datos_anteriores=datos_anteriores,
                    datos_nuevos=datos_nuevos
                )
        except Exception as e:
            logger.error(f"Error registrando auditoría: {e}")
    
    def mostrar_cabecera(self, titulo):
        """Muestra una cabecera formateada con color"""
        self.limpiar_pantalla()
        print(f"{self.COLOR_AZUL}{'=' * 60}{self.COLOR_RESET}")
        print(f"{self.COLOR_NEGRITA}{titulo:^60}{self.COLOR_RESET}")
        print(f"{self.COLOR_AZUL}{'=' * 60}{self.COLOR_RESET}")
        print()
    
    def mostrar_menu_principal(self):
        """Muestra el menú principal con fecha, hora, tasas de cambio y colores"""
        self.limpiar_pantalla()
        
        dia_semana, fecha, hora = self.obtener_fecha_hora_actual()
        
        # Obtener tasas de cambio
        tasas = self.obtener_tasas_actuales()
        
        # Línea superior
        print(f"{self.COLOR_AZUL}╔" + "═" * 78 + f"╗{self.COLOR_RESET}")
        
        # Título centrado
        titulo = "SISTEMA DE VENTAS - 3 CAPAS"
        espacios_izq = (78 - len(titulo)) // 2
        espacios_der = 78 - len(titulo) - espacios_izq
        print(f"{self.COLOR_AZUL}║{self.COLOR_RESET}{' ' * espacios_izq}{self.COLOR_NEGRITA}{titulo}{self.COLOR_RESET}{' ' * espacios_der}{self.COLOR_AZUL}║{self.COLOR_RESET}")
        
        # Línea separadora
        print(f"{self.COLOR_AZUL}╠" + "═" * 78 + f"╣{self.COLOR_RESET}")
        
        # Fecha y hora
        fecha_hora_str = f"   {self.COLOR_VERDE}📅 {dia_semana}, {fecha}{self.COLOR_RESET}  {self.COLOR_AMARILLO}⏰ {hora}{self.COLOR_RESET}  {self.COLOR_NARANJA}🇻🇪 Hora Local{self.COLOR_RESET}"
        print(f"{self.COLOR_AZUL}║{self.COLOR_RESET}{fecha_hora_str:<78}{self.COLOR_AZUL}║{self.COLOR_RESET}")
        
        # Línea separadora
        print(f"{self.COLOR_AZUL}╠" + "═" * 78 + f"╣{self.COLOR_RESET}")
        
        # Tasas de cambio
        linea_tasas = f"   {self.COLOR_AMARILLO}💱 TASAS DEL DÍA:{self.COLOR_RESET}"
        print(f"{self.COLOR_AZUL}║{self.COLOR_RESET}{linea_tasas:<78}{self.COLOR_AZUL}║{self.COLOR_RESET}")
        
        if tasas['USD']:
            linea_usd = f"      {self.COLOR_VERDE}💵 USD:{self.COLOR_RESET} 1 = {self.COLOR_AMARILLO}Bs. {tasas['USD']:.2f}{self.COLOR_RESET}"
        else:
            linea_usd = f"      {self.COLOR_VERDE}💵 USD:{self.COLOR_RESET} {self.COLOR_ROJO}No registrada{self.COLOR_RESET}"
        
        if tasas['EUR']:
            linea_eur = f"      {self.COLOR_VERDE}💶 EUR:{self.COLOR_RESET} 1 = {self.COLOR_AMARILLO}Bs. {tasas['EUR']:.2f}{self.COLOR_RESET}"
        else:
            linea_eur = f"      {self.COLOR_VERDE}💶 EUR:{self.COLOR_RESET} {self.COLOR_ROJO}No registrada{self.COLOR_RESET}"
        
        print(f"{self.COLOR_AZUL}║{self.COLOR_RESET}{linea_usd:<78}{self.COLOR_AZUL}║{self.COLOR_RESET}")
        print(f"{self.COLOR_AZUL}║{self.COLOR_RESET}{linea_eur:<78}{self.COLOR_AZUL}║{self.COLOR_RESET}")
        
        # NUEVA OPCIÓN PARA MODIFICAR TASAS
        print(f"{self.COLOR_AZUL}║{self.COLOR_RESET}      {self.COLOR_AMARILLO}[X]{self.COLOR_RESET} Modificar tasas de cambio{' ' * 54}{self.COLOR_AZUL}║{self.COLOR_RESET}")
        
        # Línea separadora
        print(f"{self.COLOR_AZUL}╠" + "═" * 78 + f"╣{self.COLOR_RESET}")
        
        # Información de usuario
        usuario = self.trabajador_service.get_usuario_actual()
        if usuario:
            rol_nombre = "Sin rol"
            if usuario.get('idrol'):
                rol = self.rol_service.repositorio.obtener_rol(usuario['idrol'])
                if rol:
                    rol_nombre = rol['nombre']
            
            usuario_str = f"   👤 Usuario: {self.COLOR_VERDE}{usuario['nombre']} {usuario['apellidos']} [{rol_nombre}]{self.COLOR_RESET}"
            permisos_str = f"   🔑 Permisos: {self.COLOR_AMARILLO}{len(self.rol_service.get_permisos_usuario())} activos{self.COLOR_RESET}"
            
            print(f"{self.COLOR_AZUL}║{self.COLOR_RESET}{usuario_str:<78}{self.COLOR_AZUL}║{self.COLOR_RESET}")
            print(f"{self.COLOR_AZUL}║{self.COLOR_RESET}{permisos_str:<78}{self.COLOR_AZUL}║{self.COLOR_RESET}")
        else:
            usuario_str = f"   👤 Usuario: {self.COLOR_AMARILLO}No autenticado{self.COLOR_RESET}"
            print(f"{self.COLOR_AZUL}║{self.COLOR_RESET}{usuario_str:<78}{self.COLOR_AZUL}║{self.COLOR_RESET}")
        
        # Línea separadora
        print(f"{self.COLOR_AZUL}╠" + "═" * 78 + f"╣{self.COLOR_RESET}")
        
        # Título del menú
        menu_titulo = "MENÚ PRINCIPAL"
        espacios_izq_menu = (78 - len(menu_titulo)) // 2
        espacios_der_menu = 78 - len(menu_titulo) - espacios_izq_menu
        print(f"{self.COLOR_AZUL}║{self.COLOR_RESET}{' ' * espacios_izq_menu}{self.COLOR_NEGRITA}{menu_titulo}{self.COLOR_RESET}{' ' * espacios_der_menu}{self.COLOR_AZUL}║{self.COLOR_RESET}")
        
        # Línea separadora
        print(f"{self.COLOR_AZUL}╠" + "═" * 78 + f"╣{self.COLOR_RESET}")
        
        # Opciones del menú
        opciones = []
        
        if not usuario or self.rol_service.tiene_permiso('clientes_ver'):
            opciones.append(("1", "Gestión de Clientes", "👥"))
        if not usuario or self.rol_service.tiene_permiso('articulos_ver'):
            opciones.append(("2", "Gestión de Artículos", "📦"))
        if not usuario or self.rol_service.tiene_permiso('proveedores_ver'):
            opciones.append(("3", "Gestión de Proveedores", "🏢"))
        if not usuario or self.rol_service.tiene_permiso('ventas_ver'):
            opciones.append(("4", "Gestión de Ventas", "💰"))
        if not usuario or self.rol_service.tiene_permiso('compras_ver'):  # NUEVA OPCIÓN
            opciones.append(("5", "Gestión de Compras", "📥"))              # NUEVA OPCIÓN
        if not usuario or self.rol_service.tiene_permiso('inventario_ver'):
            opciones.append(("6", "Gestión de Inventario", "📊"))
        if not usuario or self.rol_service.tiene_permiso('reportes_ventas'):
            opciones.append(("7", "Reportes Contables", "📈"))
        if usuario and self.rol_service.tiene_permiso('usuarios_ver'):
            opciones.append(("8", "Administración de Usuarios", "👤"))
        
        for num, desc, icono in opciones:
            linea_opcion = f"   {icono} {num}. {desc}"
            espacios = 78 - len(linea_opcion)
            print(f"{self.COLOR_AZUL}║{self.COLOR_RESET}{linea_opcion}{' ' * espacios}{self.COLOR_AZUL}║{self.COLOR_RESET}")
        
        # Línea separadora
        print(f"{self.COLOR_AZUL}╠" + "═" * 78 + f"╣{self.COLOR_RESET}")
        
        # Opciones fijas: Cerrar sesión (siempre 9) y Salir (siempre 0)
        print(f"{self.COLOR_AZUL}║{self.COLOR_RESET}   🔑 9. Cerrar Sesión{' ' * 53}{self.COLOR_AZUL}║{self.COLOR_RESET}")
        print(f"{self.COLOR_AZUL}║{self.COLOR_RESET}   ❌ 0. Salir{' ' * 60}{self.COLOR_AZUL}║{self.COLOR_RESET}")
        print(f"{self.COLOR_AZUL}╚" + "═" * 78 + f"╝{self.COLOR_RESET}")
        print()
        
        return input(f"{self.COLOR_AMARILLO}🔹 Seleccione una opción: {self.COLOR_RESET}").strip()
    
    def _login_normal(self):
        """Login normal con email y contraseña"""
        self.mostrar_cabecera("INICIAR SESIÓN POR EMAIL")
        
        print("🔐 Ingrese sus credenciales")
        print()
        email = input("Email: ")
        password = input("Contraseña: ")
        
        if self.trabajador_service.login_por_email(email, password):
            print(f"{self.COLOR_VERDE}✅ Sesión iniciada correctamente{self.COLOR_RESET}")
            self.registrar_auditoria(
                accion="LOGIN",
                tabla="trabajador",
                registro_id=self.trabajador_service.get_usuario_actual()['idtrabajador'],
                datos_nuevos=f"Login exitoso - Email: {email}"
            )
        else:
            print(f"{self.COLOR_ROJO}❌ Email o contraseña incorrectos{self.COLOR_RESET}")
        
        self.pausa()
    
    def _recuperar_contraseña(self):
        """Proceso de recuperación con enlace mágico"""
        while True:
            self.mostrar_cabecera("RECUPERAR CONTRASEÑA")
            
            print("1. Solicitar enlace mágico por email")
            print("2. Ya tengo un token, ingresar manualmente")
            print("0. Volver")
            print()
            
            opcion = input(f"{self.COLOR_AMARILLO}🔹 Seleccione una opción: {self.COLOR_RESET}").strip()
            
            if opcion == '1':
                self._solicitar_enlace_magico()
            elif opcion == '2':
                self._ingresar_token_manual()
            elif opcion == '0':
                break
            else:
                print("❌ Opción no válida")
                self.pausa()
    
    def _solicitar_enlace_magico(self):
        """Solicita un enlace mágico por email"""
        self.mostrar_cabecera("SOLICITAR ENLACE MÁGICO")
        
        email = input("Ingrese su email registrado: ")
        
        usuario = self.trabajador_service.buscar_por_email(email)
        
        if not usuario:
            print("❌ No existe un usuario con ese email")
            self.pausa()
            return
        
        print(f"\n👤 Usuario encontrado: {usuario['nombre']} {usuario['apellidos']}")
        print(f"📧 Email: {usuario['email']}")
        print()
        
        token = self.token_service.crear_token(usuario['idtrabajador'])
        
        if token:
            if self.email_service.enviar_enlace_magico(
                email, token, usuario['nombre']
            ):
                print(f"✅ Se ha enviado un enlace mágico a:")
                print(f"   {email}")
                print(f"\n📧 Revisa tu bandeja de entrada (y carpeta SPAM)")
                print(f"⏰ El enlace expirará en 30 minutos")
                print(f"\n📝 Si no recibes el correo, usa la opción 2 para ingresar manualmente:")
                print(f"   Token: {token}")
                
                self.registrar_auditoria(
                    accion="RECUPERAR_CONTRASEÑA",
                    tabla="trabajador",
                    registro_id=usuario['idtrabajador'],
                    datos_nuevos=f"Token enviado a: {email}"
                )
            else:
                print("❌ Error al enviar el correo")
                print(f"\n📝 Para pruebas, usa este token manualmente:")
                print(f"   {token}")
        else:
            print("❌ Error al generar el token")
        
        self.pausa()
    
    def _ingresar_token_manual(self):
        """Permite ingresar un token manualmente para restablecer contraseña"""
        self.mostrar_cabecera("INGRESAR TOKEN MANUAL")
        
        token = input("Ingrese el token recibido: ").strip()
        
        idtrabajador = self.token_service.verificar_token(token)
        
        if idtrabajador:
            usuario = self.trabajador_service.obtener_por_id(idtrabajador)
            print(f"\n✅ Token válido para: {usuario['nombre']} {usuario['apellidos']}")
            
            print("\n" + "="*50)
            print("🔑 CAMBIO DE CONTRASEÑA")
            print("="*50)
            print()
            
            logger.remove()
            logger.add(lambda msg: None)
            
            try:
                nueva_pass = input("➤ Ingrese NUEVA contraseña (mínimo 6 caracteres): ")
                confirmar = input("➤ Confirme la NUEVA contraseña: ")
            finally:
                logger.remove()
                logger.add(sys.stderr, format="<level>{level: <8}</level> | <cyan>{name}</cyan>:<cyan>{function}</cyan>:<cyan>{line}</cyan> - <level>{message}</level>")
            
            if nueva_pass == confirmar and len(nueva_pass) >= 6:
                if self.trabajador_service.actualizar_password(usuario['email'], nueva_pass):
                    self.token_service.marcar_token_usado(token)
                    print("\n✅ Contraseña actualizada correctamente")
                    print("🔐 Ya puede iniciar sesión con su nueva contraseña")
                    
                    self.registrar_auditoria(
                        accion="CAMBIAR_CONTRASEÑA",
                        tabla="trabajador",
                        registro_id=idtrabajador,
                        datos_nuevos="Contraseña actualizada mediante recuperación"
                    )
                else:
                    print("\n❌ Error al actualizar la contraseña")
            else:
                print("\n❌ Las contraseñas no coinciden o son muy cortas")
        else:
            print("\n❌ Token inválido o expirado")
        
        self.pausa()
    
    @requiere_permiso('usuarios_ver')
    def menu_administracion_usuarios(self):
        """Menú de administración de usuarios"""
        while True:
            self.mostrar_cabecera("ADMINISTRACIÓN DE USUARIOS")
            print("1. Listar usuarios")
            print("2. Crear nuevo usuario")
            print("3. Ver detalle de usuario")
            print("4. Editar usuario")
            print("5. Eliminar usuario")
            print("0. Volver")
            print()
            
            opcion = input(f"{self.COLOR_AMARILLO}🔹 Seleccione una opción: {self.COLOR_RESET}").strip()
            
            if opcion == '1':
                self._listar_usuarios()
            elif opcion == '2':
                self._crear_usuario()
            elif opcion == '3':
                self._ver_usuario()
            elif opcion == '4':
                self._editar_usuario()
            elif opcion == '5':
                self._eliminar_usuario()
            elif opcion == '0':
                break
            else:
                print("❌ Opción no válida")
                self.pausa()
    
    def _listar_usuarios(self):
        """Lista todos los usuarios"""
        self.mostrar_cabecera("LISTADO DE USUARIOS")
        
        usuarios = self.usuario_admin_service.listar_usuarios()
        
        if not usuarios:
            print("📭 No hay usuarios registrados")
        else:
            print(f"{'ID':<5} {'USUARIO':<15} {'NOMBRE':<25} {'EMAIL':<30} {'ROL':<15}")
            print("-" * 90)
            for u in usuarios:
                rol = u.get('rol_nombre') or f"Rol {u['idrol']}"
                email_val = u.get('email', '') or ''
                print(f"{u['idtrabajador']:<5} {u['usuario']:<15} {u['nombre'] + ' ' + u['apellidos']:<25} {email_val:<30} {rol:<15}")
        
        self.pausa()
    
    def _crear_usuario(self):
        """Crea un nuevo usuario del sistema"""
        self.mostrar_cabecera("CREAR NUEVO USUARIO")
        
        print("📝 Complete los datos del nuevo usuario:")
        print()
        
        nombre = input("Nombre: ")
        apellidos = input("Apellidos: ")
        sexo = input("Sexo (M/F/O): ").upper()
        
        print("\n📅 Fecha de nacimiento (OPCIONAL - presione Enter para omitir)")
        print("   Formato: DD/MM/YYYY (ej: 15/05/1990)")
        
        while True:
            fecha_nac_str = input("Fecha de nacimiento: ").strip()
            
            if fecha_nac_str == "":
                fecha_nac = None
                break
            
            valida, fecha_obj, mensaje = ValidacionVenezuela.validar_fecha(fecha_nac_str)
            
            if valida:
                fecha_nac = fecha_obj
                break
            else:
                print(mensaje)
                print("   Intente nuevamente o presione Enter para omitir:")
        
        print("\n" + "="*60)
        print("🔍 TIPO DE DOCUMENTO DEL USUARIO")
        print("="*60)
        print("1. 🇻🇪 Venezolano (V) → V12345678")
        print("2. 🌎 Extranjero (E) → E87654321")
        print("3. 🛂 Pasaporte → número de pasaporte")
        print("="*60)
        
        tipo_persona = input("Seleccione tipo de documento (1-3): ").strip()
        
        if tipo_persona == '1':
            tipo_doc = 'V'
            print("\n✅ Seleccionó: Venezolano (V)")
            print("📝 Formato requerido: V + 8 dígitos")
            print("   Ejemplo: V12345678")
            num_doc = input("Documento completo: ").upper()
            
            if not num_doc.startswith('V'):
                print("❌ El documento debe comenzar con 'V'")
                self.pausa()
                return
            documento_completo = num_doc
            
        elif tipo_persona == '2':
            tipo_doc = 'E'
            print("\n✅ Seleccionó: Extranjero (E)")
            print("📝 Formato requerido: E + 8 dígitos")
            print("   Ejemplo: E87654321")
            num_doc = input("Documento completo: ").upper()
            
            if not num_doc.startswith('E'):
                print("❌ El documento debe comenzar con 'E'")
                self.pausa()
                return
            documento_completo = num_doc
            
        elif tipo_persona == '3':
            tipo_doc = 'PASAPORTE'
            print("\n✅ Seleccionó: Pasaporte")
            print("📝 Ingrese número de pasaporte (6-12 caracteres)")
            print("   Ejemplo: ABC123456")
            documento_completo = input("Pasaporte: ").upper()
            
        else:
            print("❌ Opción no válida")
            self.pausa()
            return
        
        usuario = input("Nombre de usuario: ")
        password = input("Contraseña (mínimo 6 caracteres): ")
        email = input("Email: ")
        telefono = input("Teléfono (opcional): ") or None
        direccion = input("Dirección (opcional): ") or None
        
        print("\nRoles disponibles:")
        roles = self.rol_service.listar_roles()
        for r in roles:
